Product_Id,Product_Name,Product_Category,Product_Price,Product_Currency,EAN,Color,Size,Availability,Internal_ID
255,Scale,Headphones & Earbuds,562,USD,4.96E+12,PaleGoldenRod,12x18 in,backorder,28
256,Compact Keyboard Go,Clothing & Apparel,595,USD,7.07E+12,DarkRed,50x70 cm,pre_order,26
257,Digital Projector Oven Thermostat Advanced Eco Smart,Cleaning Supplies,380,USD,3.34E+12,Lavender,XL,backorder,94
258,Pro Speaker Powerbank Camera,Smartphones,503,USD,4.71E+12,MediumTurquoise,8x10 in,limited_stock,55
259,Rechargeable Lamp Freezer,Makeup,476,USD,5.94E+12,Olive,Medium,limited_stock,29
260,Keyboard Toaster Monitor,Laptops & Computers,662,USD,6.79E+12,SeaShell,100x200 mm,pre_order,71
261,Wireless Webcam,Home & Kitchen,790,USD,9.26E+12,Tomato,8x10 in,discontinued,21
262,Powerbank Brush Charger,Cycling,823,USD,4.95E+12,Beige,XL,limited_stock,17
263,Smart Camera Router Fan Go,Health & Wellness,9,USD,6.06E+12,Moccasin,100x200 mm,discontinued,69
264,Rechargeable Phone Grill,Health & Wellness,405,USD,2.91E+12,IndianRed,100x200 mm,pre_order,20
265,Kettle Brush Fan,Office Supplies,789,USD,2.20E+12,DodgerBlue,XL,backorder,81
266,Digital Bicycle Mini Rechargeable Digital,Books & Stationery,218,USD,4.41E+12,Turquoise,12x18 in,discontinued,34
267,Rechargeable Thermostat Oven,Clothing & Apparel,670,USD,7.93E+12,MistyRose,L,in_stock,86
268,Advanced Phone Speaker Blender Compact,Women's Clothing,508,USD,9.11E+12,LimeGreen,Medium,limited_stock,31
269,Premium Lamp Lamp Mini Prime,Home & Kitchen,614,USD,4.16E+12,DarkSeaGreen,Small,discontinued,55
270,Portable Microphone,Fragrances,188,USD,3.76E+12,LimeGreen,100x200 mm,out_of_stock,72
271,Ultra Thermostat Drone Heater Plus Smart Eco,Clothing & Apparel,866,USD,1.70E+12,AntiqueWhite,12x18 in,out_of_stock,44
272,Mini Lamp Monitor,Skincare,226,USD,6.16E+12,IndianRed,Extra Large,out_of_stock,80
273,Smart Powerbank Cooker Iron Advanced Go Go,Haircare,655,USD,4.04E+12,Orange,5x7 in,pre_order,41
274,Fast Radio Smart,Fragrances,534,USD,3.91E+12,MediumSeaGreen,50x70 cm,out_of_stock,97
275,Compact Brush,Automotive,684,USD,9.80E+12,LightCoral,30x40 cm,out_of_stock,62
276,Smart Toaster Pro,Headphones & Earbuds,405,USD,4.85E+12,PaleGreen,M,pre_order,72
277,Eco Webcam Dock Heater Go,Skincare,530,USD,7.11E+12,FireBrick,15x20 cm,out_of_stock,97
278,Eco Scale Trimmer Grill Edge,Clothing & Apparel,960,USD,9.61E+12,Ivory,8x10 in,in_stock,46
279,Pro Mouse Treadmill Phone Eco Portable Compact,Fitness Equipment,334,USD,4.34E+12,PaleTurquoise,100x200 mm,limited_stock,37
280,Wireless Dock Router Webcam Mini,Camping & Hiking,472,USD,3.74E+12,Green,30x40 cm,backorder,69
281,Silent Charger,Automotive,325,USD,9.49E+12,Bisque,8x10 in,in_stock,61
282,Trimmer Stove,Makeup,307,USD,5.31E+12,SteelBlue,15x20 cm,in_stock,74
283,Lock Charger,Automotive,206,USD,2.92E+12,Fuchsia,5x7 in,limited_stock,35
284,Light Headphones Tablet,Home & Kitchen,856,USD,2.36E+12,LightCoral,XS,pre_order,22
285,Automatic Lock Ultra,Books & Stationery,994,USD,1.84E+12,CadetBlue,12x18 in,backorder,33
286,Mini Mouse Monitor Phone Plus Wireless Wireless,Home & Kitchen,193,USD,9.50E+12,LavenderBlush,50x70 cm,in_stock,52
287,Rechargeable Watch Thermostat,Shoes & Footwear,296,USD,9.31E+12,NavajoWhite,XXL,discontinued,50
288,Thermostat Drone Heater,Smartwatches,738,USD,7.48E+12,CadetBlue,8x10 in,out_of_stock,3
289,Eco Thermostat,"Accessories (Bags, Hats, Belts)",325,USD,6.71E+11,Tan,8x10 in,out_of_stock,83
290,Treadmill Dock,Headphones & Earbuds,957,USD,7.05E+12,GoldenRod,XXL,limited_stock,13
291,Heater Stove Scanner,Cleaning Supplies,812,USD,7.51E+12,Chartreuse,M,pre_order,26
292,Compact Blender One,Women's Clothing,831,USD,9.52E+12,Gray,XS,backorder,67
293,Charger Lamp,Women's Clothing,405,USD,4.38E+11,LightSalmon,Small,out_of_stock,83
294,Premium Router Scanner,Automotive,55,USD,2.96E+12,DeepSkyBlue,XS,out_of_stock,26
295,Smart Phone Iron Speakerphone Prime Pro,Makeup,708,USD,9.16E+12,FireBrick,Small,in_stock,80
296,Smart Freezer Powerbank Watch Pro Lite Plus,Haircare,114,USD,5.92E+12,PaleVioletRed,XS,backorder,54
297,Radio,Women's Clothing,865,USD,1.23E+12,LavenderBlush,S,in_stock,36
298,Rechargeable Bicycle Prime,Home Decor,499,USD,9.88E+12,MediumSeaGreen,Large,pre_order,11
299,Radio Stove Shaver,Women's Clothing,520,USD,3.24E+12,DodgerBlue,10x10 cm,out_of_stock,61
300,Smart Dock,Furniture,913,USD,8.01E+11,SlateBlue,Small,backorder,5
301,Mouse Heater,Beauty & Personal Care,314,USD,6.24E+12,DeepSkyBlue,XS,pre_order,85
302,Webcam Scooter,Skincare,112,USD,7.12E+12,DarkSlateBlue,XXL,backorder,95
303,Eco Heater Monitor Sense Ultra Portable,Sports & Outdoors,442,USD,3.13E+12,MediumVioletRed,M,backorder,69
304,Mini Fridge Freezer Plus,Headphones & Earbuds,516,USD,4.57E+12,SaddleBrown,XS,backorder,93
305,Clean Webcam Ultra Go,Women's Clothing,666,USD,3.87E+12,LightBlue,50x70 cm,in_stock,41
306,Eco Charger Eco,Furniture,20,USD,2.24E+11,LimeGreen,30x40 cm,backorder,97
307,Premium Mixer Vacuum Sense Premium X,"Accessories (Bags, Hats, Belts)",89,USD,5.95E+11,SpringGreen,XS,limited_stock,14
308,Smart Fridge Go,Shoes & Footwear,784,USD,2.07E+12,LightSeaGreen,Small,backorder,31
309,Premium Bicycle Wireless 360 Touch,Health & Wellness,978,USD,4.85E+12,BlanchedAlmond,Large,backorder,52
310,Scale Stove,Grooming Tools,362,USD,9.96E+12,LightPink,100x200 mm,out_of_stock,2
311,Ultra Clock Drone Charger Prime,Furniture,724,USD,5.09E+12,Salmon,M,in_stock,10
312,Wireless Scooter Scale Cooler Smart Edge,Health & Wellness,449,USD,6.99E+12,Bisque,8x10 in,out_of_stock,2
313,Smart Watch Tablet Printer,Home Decor,632,USD,7.01E+12,LightSkyBlue,Medium,discontinued,51
314,Ultra Iron Monitor Smart Eco Smart,Grooming Tools,568,USD,7.99E+12,Aqua,100x200 mm,in_stock,63
315,Rechargeable Heater,Men's Clothing,944,USD,2.30E+12,PeachPuff,100x200 mm,out_of_stock,81
316,Ultra Radio Iron,Cleaning Supplies,604,USD,4.34E+12,CadetBlue,XXL,discontinued,50
317,Silent Scale Portable 360 Pro,Beauty & Personal Care,443,USD,5.61E+12,LimeGreen,Extra Large,backorder,68
318,Fast Thermostat Microphone Scooter Plus,Cleaning Supplies,817,USD,1.74E+12,LightGray,10x10 cm,out_of_stock,41
319,Drone Heater Scanner,Books & Stationery,783,USD,6.89E+11,LightGray,10x10 cm,discontinued,23
320,Eco Dock Trimmer,Men's Clothing,106,USD,1.19E+12,Coral,5x7 in,backorder,43
321,Charger,Bedding & Bath,411,USD,6.23E+12,DarkOrchid,Small,limited_stock,50
322,Wireless Camera Touch,Fragrances,68,USD,4.43E+12,SandyBrown,50x70 cm,limited_stock,62
323,Silent Clock Lock Lite Rechargeable Digital,Health & Wellness,272,USD,9.99E+12,PapayaWhip,8x10 in,limited_stock,74
324,Smart Toaster Clock Monitor 360 Sense,Home Decor,773,USD,6.03E+12,DarkRed,100x200 mm,pre_order,35
325,Eco Webcam Projector Lock,Cycling,49,USD,5.03E+12,Yellow,XL,pre_order,33
326,Premium Powerbank Radio Lite Prime,Makeup,996,USD,2.19E+12,BlanchedAlmond,M,out_of_stock,6
327,Mini Scale Treadmill,Cameras & Accessories,882,USD,3.49E+12,DeepPink,12x18 in,in_stock,40
328,Advanced Scanner Drone Go Max,Health & Wellness,932,USD,9.14E+12,FloralWhite,50x70 cm,in_stock,79
329,Portable Drone Thermostat Headphones 360 Touch Max,Home Decor,593,USD,5.53E+12,Khaki,30x40 cm,limited_stock,79
330,Rechargeable Shaver Drone Premium,Automotive,206,USD,4.17E+12,LightGreen,S,pre_order,18
331,Pro Mouse Mouse Router Lite Mini,Automotive,246,USD,9.73E+12,GhostWhite,15x20 cm,out_of_stock,76
332,Smart Projector,Bedding & Bath,374,USD,2.26E+12,Crimson,XL,discontinued,8
333,Smart Oven Speaker Fan Clean Wireless,Clothing & Apparel,701,USD,7.61E+12,Moccasin,M,backorder,95
334,Automatic Trimmer Stove Smart Smart,Clothing & Apparel,663,USD,7.72E+12,Cyan,50x70 cm,pre_order,25
335,Digital Drone Eco Rechargeable,Home Decor,117,USD,4.66E+12,DarkGreen,100x200 mm,backorder,52
336,Mini Cooler Fan X,Smartwatches,916,USD,5.43E+12,SkyBlue,15x20 cm,pre_order,25
337,Automatic Dock Mixer Router Mini,Bedding & Bath,539,USD,5.29E+11,DarkOrchid,15x20 cm,out_of_stock,56
338,Mini Drone Heater Scanner Premium Max Ultra,Furniture,225,USD,1.05E+12,MediumOrchid,Large,out_of_stock,76
339,Premium Watch Camera Go Premium,Grooming Tools,599,USD,1.62E+12,DeepSkyBlue,S,backorder,94
340,Rechargeable Toaster Clock Monitor Prime Eco,Fishing & Hunting,858,USD,9.08E+12,PaleTurquoise,Medium,discontinued,14
341,Tablet,Fishing & Hunting,840,USD,3.79E+12,Ivory,5x7 in,backorder,48
342,Fan Drone Monitor,Home Decor,365,USD,1.63E+12,Silver,L,backorder,15
343,Advanced Oven Speaker Fan,Laptops & Computers,473,USD,7.37E+12,Navy,10x10 cm,pre_order,76
344,Premium Scooter Bicycle Oven Smart Ultra,Cycling,453,USD,3.89E+12,SeaGreen,5x7 in,pre_order,74
345,Smart Phone Grill,Kids' Clothing,388,USD,5.41E+12,Plum,M,out_of_stock,92
346,Clean Watch Microphone Microphone Mini Wireless Compact,Books & Stationery,676,USD,4.17E+11,DarkKhaki,15x20 cm,in_stock,65
347,Silent Cooker Mouse Bicycle,Cycling,952,USD,2.84E+12,Peru,12x18 in,discontinued,3
348,Trimmer Cooler,Headphones & Earbuds,292,USD,8.80E+12,Magenta,10x10 cm,out_of_stock,93
349,Pro Speaker Router Lamp,Kitchen Appliances,313,USD,1.21E+11,IndianRed,Small,out_of_stock,82
350,Mini Drone Printer Portable Wireless Automatic,Haircare,653,USD,7.44E+12,OrangeRed,Extra Large,discontinued,52
351,Mini Radio Mixer Lite,Home & Kitchen,100,USD,4.31E+12,MediumTurquoise,Small,pre_order,17
352,Mini Router Freezer Webcam Air Max Edge,Books & Stationery,909,USD,3.73E+12,PaleVioletRed,8x10 in,out_of_stock,10
353,Compact Phone Scooter,Cycling,803,USD,3.88E+12,MidnightBlue,10x10 cm,in_stock,82
354,Silent Mouse Radio Light,Cameras & Accessories,957,USD,6.03E+12,RosyBrown,XXL,backorder,34
355,Wireless Clock Advanced Rechargeable,Cleaning Supplies,899,USD,7.06E+12,Gray,15x20 cm,backorder,36
356,Fridge,Kitchen Appliances,529,USD,8.50E+12,Chartreuse,S,backorder,43
357,Clock Drone Charger,Team Sports,489,USD,6.39E+12,LightSkyBlue,15x20 cm,in_stock,18
358,Automatic Scooter Microphone Wireless Compact Smart,Cleaning Supplies,325,USD,4.43E+12,RoyalBlue,Small,pre_order,79
359,Smart Vacuum Lite Rechargeable Prime,Kids' Clothing,755,USD,1.14E+12,Navy,12x18 in,out_of_stock,87
360,Advanced Mixer Vacuum Wireless,Furniture,32,USD,7.35E+12,Azure,Medium,in_stock,50
361,Silent Powerbank Sense Compact Rechargeable,Office Supplies,433,USD,4.61E+12,LightPink,L,out_of_stock,33
362,Fan Drone Monitor,Smartphones,979,USD,8.01E+12,OrangeRed,Medium,in_stock,42
363,Smart Lamp Freezer Prime Advanced Clean,Cycling,643,USD,8.32E+12,YellowGreen,XS,limited_stock,43
364,Projector,Books & Stationery,718,USD,6.78E+12,BlueViolet,10x10 cm,out_of_stock,36
365,Digital Mixer Heater Wireless Rechargeable,Grooming Tools,345,USD,9.65E+12,WhiteSmoke,8x10 in,discontinued,10
366,Dock,Beauty & Personal Care,944,USD,9.27E+12,FireBrick,15x20 cm,pre_order,2
367,Rechargeable Brush Scanner Wireless Plus,Cleaning Supplies,776,USD,3.04E+12,Tomato,Small,discontinued,71
368,Ultra Scale Toaster,Fishing & Hunting,75,USD,1.89E+12,MediumOrchid,XL,discontinued,3
369,Smart Vacuum Iron Phone Pro,Men's Clothing,337,USD,6.52E+12,Lavender,L,limited_stock,38
370,Advanced Webcam Cooker Toaster Smart,"Accessories (Bags, Hats, Belts)",533,USD,6.04E+12,Tomato,100x200 mm,discontinued,74
371,Ultra Cooker 360 Eco Pro,Smartphones,999,USD,2.69E+12,SeaGreen,L,backorder,11
372,Rechargeable Grill Trimmer Eco,"Accessories (Bags, Hats, Belts)",69,USD,3.37E+12,PowderBlue,10x10 cm,limited_stock,85
373,Advanced Powerbank Scooter Rechargeable Air,Kitchen Appliances,576,USD,9.26E+12,Pink,L,backorder,21
374,Mini Dock 360 One Premium,Cycling,215,USD,6.08E+12,MediumPurple,Large,pre_order,60
375,Advanced Radio Smart Compact One,Health & Wellness,301,USD,9.94E+12,DeepPink,15x20 cm,backorder,34
376,Premium Powerbank Scooter Rechargeable Edge Eco,Cycling,890,USD,4.40E+12,LemonChiffon,5x7 in,out_of_stock,29
377,Portable Lock Blender,Makeup,290,USD,8.20E+12,MediumSeaGreen,50x70 cm,pre_order,10
378,Watch,Laptops & Computers,369,USD,5.86E+12,DarkSlateGray,XXL,discontinued,56
379,Clean Scooter Scale Cooler Portable Smart,Furniture,147,USD,6.87E+12,DarkCyan,Extra Large,limited_stock,95
380,Clean Powerbank Cooker Iron Lite,Kitchen Appliances,685,USD,9.92E+12,SlateGray,15x20 cm,out_of_stock,85
381,Phone Speaker Blender,Smartwatches,392,USD,3.64E+12,Lime,Extra Large,backorder,55
382,Clean Phone Speaker Blender Touch Wireless,Haircare,988,USD,3.08E+12,Linen,12x18 in,in_stock,84
383,Digital Treadmill Smart Edge Pro,Grooming Tools,160,USD,8.10E+12,Sienna,Small,in_stock,68
384,Portable Lamp One Prime One,Cameras & Accessories,854,USD,3.72E+12,Black,M,backorder,65
385,Lock Freezer,Home Decor,296,USD,8.20E+12,SlateGray,M,limited_stock,80
386,Blender Cooker,Health & Wellness,841,USD,6.47E+12,DarkViolet,5x7 in,pre_order,70
387,Keyboard Freezer,Furniture,423,USD,9.77E+12,Gainsboro,XXL,limited_stock,61
388,Smart Clock Brush Prime,Fragrances,761,USD,7.59E+12,Linen,100x200 mm,discontinued,38
389,Advanced Kettle Plus,Smartphones,421,USD,8.29E+12,RoyalBlue,XXL,in_stock,1
390,Wireless Radio Treadmill,Shoes & Footwear,631,USD,2.68E+12,DarkSlateGray,50x70 cm,limited_stock,51
391,Wireless Speakerphone Eco Smart,Fragrances,123,USD,8.14E+12,OliveDrab,Large,limited_stock,41
392,Fast Clock Sense Go,Kitchen Appliances,301,USD,1.76E+12,Purple,XL,pre_order,68
393,Powerbank Brush Charger,Health & Wellness,102,USD,2.75E+12,LightSkyBlue,8x10 in,limited_stock,12
394,Rechargeable Kettle Brush Fan Max,Cycling,363,USD,2.55E+12,LawnGreen,Extra Large,pre_order,67
395,Wireless Radio Smart Air Prime,Skincare,206,USD,9.76E+12,PaleVioletRed,Extra Large,pre_order,15
396,Charger Bicycle Fan,Haircare,276,USD,5.02E+12,DarkGoldenRod,S,discontinued,78
397,Charger Lamp,Cycling,38,USD,8.78E+12,Cyan,XS,in_stock,15
398,Radio,Kitchen Appliances,673,USD,1.73E+12,HotPink,Large,in_stock,49
399,Smart Bicycle Speakerphone Printer,Home & Kitchen,878,USD,6135946916,Magenta,30x40 cm,discontinued,13
400,Pro Headphones Monitor Rechargeable Pro Go,"Accessories (Bags, Hats, Belts)",624,USD,3.25E+12,Gainsboro,S,pre_order,84
401,Fast Powerbank Mini Sense,Fishing & Hunting,770,USD,3.68E+12,Red,5x7 in,discontinued,15
402,Digital Camera Drone Fan Digital Mini Rechargeable,Beauty & Personal Care,163,USD,7.66E+12,Azure,Small,limited_stock,17
403,Portable Mouse Rechargeable,Men's Clothing,540,USD,4.82E+12,DarkGoldenRod,M,discontinued,93
404,Wireless Scooter Advanced Plus,Automotive,910,USD,4.22E+12,SpringGreen,30x40 cm,backorder,47
405,Grill Phone,Shoes & Footwear,551,USD,3.79E+12,GoldenRod,10x10 cm,pre_order,26
406,Mini Cooler,Cycling,201,USD,1.69E+12,Turquoise,M,backorder,47
407,Automatic Charger Lamp Ultra,Haircare,322,USD,6.23E+12,Gold,L,discontinued,1
408,Compact Microphone Lamp Speaker Clean Wireless,Haircare,383,USD,5.21E+12,Orchid,50x70 cm,in_stock,86
409,Fast Cooler Sense Premium,Kitchen Appliances,318,USD,5.58E+12,PaleGoldenRod,L,discontinued,93
410,Rechargeable Cooler Vacuum Wireless Premium,Books & Stationery,289,USD,6.47E+12,SaddleBrown,L,backorder,57
411,Compact Scanner Shaver Powerbank Advanced One Mini,Home Decor,478,USD,4.66E+12,Moccasin,XXL,in_stock,41
412,Portable Toaster Scanner,Grooming Tools,721,USD,19467183409,RoyalBlue,12x18 in,backorder,71
413,Fast Shaver Mouse Lite Lite Plus,Camping & Hiking,227,USD,4.37E+12,MediumAquaMarine,Small,pre_order,40
414,Fast Heater Touch,Sports & Outdoors,460,USD,4.77E+12,PaleTurquoise,Medium,in_stock,34
415,Portable Trimmer Stove One Premium,Furniture,500,USD,1.41E+12,DarkSlateGray,10x10 cm,out_of_stock,58
416,Smart Speakerphone Stove Tablet Advanced Wireless,Haircare,610,USD,1.30E+12,Tan,XXL,discontinued,38
417,Advanced Fan Thermostat Edge,Cleaning Supplies,413,USD,7.86E+12,Violet,Large,limited_stock,74
418,Monitor,Smartphones,812,USD,4.42E+12,PaleVioletRed,30x40 cm,out_of_stock,64
419,Advanced Fridge Fan Lamp Ultra X,Home & Kitchen,474,USD,7.68E+12,Orchid,30x40 cm,backorder,66
420,Automatic Cooler Treadmill,Laptops & Computers,840,USD,8.19E+12,DarkRed,XXL,backorder,52
421,Microphone Clock,Health & Wellness,146,USD,4.30E+12,CornflowerBlue,100x200 mm,limited_stock,67
422,Ultra Vacuum,Toys & Games,287,USD,6.45E+12,Brown,5x7 in,in_stock,31
423,Advanced Cooler Lite 360 Sense,Men's Clothing,837,USD,4.22E+12,OldLace,30x40 cm,limited_stock,16
424,Grill,Haircare,403,USD,2.95E+12,DarkOrchid,5x7 in,in_stock,92
425,Heater,Beauty & Personal Care,601,USD,3.57E+12,ForestGreen,50x70 cm,in_stock,40
426,Blender Blender,Fragrances,463,USD,3.11E+12,Yellow,XL,in_stock,97
427,Smart Freezer Pro Digital Automatic,Cameras & Accessories,560,USD,9.47E+12,MediumPurple,8x10 in,discontinued,58
428,Advanced Webcam Printer Prime Portable Air,Cameras & Accessories,489,USD,2.46E+12,Khaki,XXL,in_stock,96
429,Portable Keyboard Freezer,Grooming Tools,544,USD,5.68E+12,SeaGreen,Large,pre_order,32
430,Phone,Cycling,118,USD,2.61E+11,LightYellow,Large,out_of_stock,48
431,Portable Dock Eco Eco Eco,Fishing & Hunting,21,USD,7.21E+12,LightSlateGray,5x7 in,out_of_stock,30
432,Ultra Powerbank Brush Charger,Health & Wellness,560,USD,7.20E+12,Tomato,Extra Large,discontinued,36
433,Brush Blender Vacuum,Automotive,229,USD,9.52E+12,DarkRed,100x200 mm,discontinued,49
434,Rechargeable Heater Monitor Plus Prime,Makeup,952,USD,2.06E+12,DimGray,L,pre_order,26
435,Compact Toaster Light Monitor,Camping & Hiking,309,USD,4.77E+12,Olive,5x7 in,limited_stock,17
436,Ultra Blender Toaster Camera Plus Fast,Camping & Hiking,256,USD,1.53E+12,Gold,12x18 in,pre_order,86
437,Silent Dock Mixer Router Edge,Toys & Games,805,USD,1.63E+12,Salmon,30x40 cm,discontinued,74
438,Advanced Scanner Drone Premium Advanced,Smartphones,379,USD,1.35E+12,OrangeRed,XL,pre_order,56
439,Automatic Keyboard Toaster Monitor Plus Smart Clean,Cleaning Supplies,668,USD,2.91E+12,BlueViolet,L,limited_stock,48
440,Pro Toaster Oven Sense Eco Mini,Headphones & Earbuds,860,USD,8.12E+12,PowderBlue,100x200 mm,backorder,49
441,Wireless Keyboard Kettle,Skincare,160,USD,2.55E+11,Tan,M,limited_stock,7
442,Portable Vacuum Lite,Kitchen Appliances,95,USD,4.55E+12,LightGoldenRodYellow,Extra Large,discontinued,61
443,Clean Powerbank Clean Ultra 360,Clothing & Apparel,688,USD,5.29E+12,MintCream,15x20 cm,in_stock,23
444,Portable Headphones Air One Compact,Makeup,297,USD,8.74E+12,Sienna,5x7 in,out_of_stock,76
445,Digital Thermostat Iron Go,Home & Kitchen,852,USD,6.43E+12,GreenYellow,XS,limited_stock,10
446,Monitor Light,Home Decor,476,USD,7.98E+12,Silver,10x10 cm,discontinued,48
447,Mini Printer Sense Prime Go,Makeup,514,USD,8.55E+12,Azure,50x70 cm,pre_order,45
448,Premium Headphones Portable,Laptops & Computers,498,USD,8.09E+12,Crimson,M,backorder,7
449,Oven Scale,Beauty & Personal Care,805,USD,5.15E+12,Indigo,100x200 mm,in_stock,24
450,Automatic Headphones Stove X,Kids' Clothing,887,USD,5.73E+12,CadetBlue,8x10 in,pre_order,1
451,Eco Brush,Women's Clothing,94,USD,5.72E+12,DarkOrange,10x10 cm,backorder,20
452,Digital Lamp Freezer Ultra 360 Pro,Cycling,245,USD,6.02E+12,SkyBlue,Small,out_of_stock,81
453,Wireless Phone 360 Mini,Clothing & Apparel,17,USD,1.52E+12,Ivory,10x10 cm,discontinued,96
454,Smart Lock Bicycle Clean Touch,Women's Clothing,670,USD,1.91E+12,FloralWhite,Large,backorder,7
455,Eco Keyboard Go Mini Silent,Cameras & Accessories,472,USD,7.27E+12,Snow,8x10 in,limited_stock,51
456,Dock,Beauty & Personal Care,129,USD,7.41E+12,Turquoise,L,limited_stock,85
457,Smart Dock Trimmer,Kitchen Appliances,172,USD,9.75E+12,DarkOrchid,Medium,limited_stock,7
458,Digital Headphones Monitor Premium Advanced,Books & Stationery,382,USD,8.17E+12,BlueViolet,10x10 cm,backorder,1
459,Vacuum,Fragrances,34,USD,9.28E+11,RosyBrown,8x10 in,discontinued,88
460,Ultra Iron Digital Max,Books & Stationery,401,USD,5.09E+12,ForestGreen,Large,limited_stock,53
461,Keyboard,Kitchen Appliances,428,USD,5.68E+12,LightCoral,Small,limited_stock,20
462,Silent Powerbank Lite Plus Clean,Home Decor,89,USD,4.93E+12,Azure,XS,limited_stock,41
463,Smart Tablet Microphone Trimmer,Furniture,699,USD,2.73E+12,SeaGreen,50x70 cm,in_stock,89
464,Silent Microphone,Cleaning Supplies,328,USD,5.69E+12,LightPink,Extra Large,limited_stock,17
465,Wireless Bicycle Microphone Digital Portable,Haircare,631,USD,1.88E+12,BlueViolet,S,discontinued,94
466,Automatic Scale Headphones,Camping & Hiking,625,USD,2.88E+12,Black,8x10 in,discontinued,62
467,Fast Watch Microphone Microphone Smart Premium Portable,Makeup,258,USD,9.63E+12,DarkSalmon,5x7 in,backorder,88
468,Ultra Brush Touch Mini,Toys & Games,145,USD,4.84E+12,Olive,12x18 in,limited_stock,97
469,Trimmer Clock,Automotive,879,USD,6.47E+12,Gainsboro,8x10 in,pre_order,30
470,Smart Mouse Heater Clean Air,Headphones & Earbuds,114,USD,5.74E+12,SeaGreen,15x20 cm,limited_stock,44
471,Automatic Webcam Scooter One Compact,Toys & Games,330,USD,9.67E+12,LightSteelBlue,Medium,backorder,48
472,Portable Camera Clean Premium,Home & Kitchen,746,USD,9.37E+12,MintCream,L,out_of_stock,90
473,Smart Phone Thermostat Silent Go,Smartwatches,947,USD,1.75E+12,CadetBlue,Extra Large,out_of_stock,72
474,Vacuum,Women's Clothing,533,USD,8.40E+12,LemonChiffon,50x70 cm,in_stock,96
475,Eco Iron Prime One Wireless,Sports & Outdoors,21,USD,1.86E+12,DarkSlateBlue,XS,limited_stock,7
476,Pro Speaker Keyboard Digital Touch Automatic,Sports & Outdoors,550,USD,5.37E+12,Salmon,M,backorder,20
477,Rechargeable Lock Charger,Skincare,44,USD,3.31E+12,LightGreen,Large,discontinued,9
478,Eco Scale Headphones,Men's Clothing,52,USD,4.68E+12,LightCyan,M,pre_order,16
479,Digital Keyboard Kettle Wireless Fast,Clothing & Apparel,683,USD,2.95E+12,LawnGreen,S,out_of_stock,12
480,Printer,Camping & Hiking,959,USD,1.43E+12,Magenta,M,limited_stock,16
481,Wireless Bicycle Scooter,Furniture,288,USD,4.36E+12,PaleTurquoise,8x10 in,discontinued,92
482,Compact Headphones Charger Digital Touch One,Shoes & Footwear,16,USD,4.98E+12,LimeGreen,XL,pre_order,79
483,Kettle,Office Supplies,176,USD,5.52E+12,MediumBlue,100x200 mm,backorder,28
484,Ultra Iron Toaster Projector Compact Plus,Grooming Tools,898,USD,7.50E+12,MediumVioletRed,Medium,in_stock,94
485,Mini Clock Brush Clean,Automotive,863,USD,6.86E+12,Chartreuse,10x10 cm,discontinued,8
486,Wireless Cooker Advanced,Fishing & Hunting,380,USD,9.62E+12,DarkGoldenRod,S,pre_order,29
487,Brush Blender Vacuum,Smartwatches,112,USD,6.49E+12,DarkSeaGreen,XXL,out_of_stock,46
488,Dock,Women's Clothing,346,USD,8.11E+12,SkyBlue,M,backorder,29
489,Rechargeable Mouse Treadmill Phone Smart Clean Premium,Fishing & Hunting,442,USD,4.51E+12,OliveDrab,L,backorder,22
490,Ultra Oven Scale,Home & Kitchen,146,USD,7.08E+11,ForestGreen,XXL,out_of_stock,95
491,Rechargeable Scooter Bicycle Oven One One Fast,Laptops & Computers,585,USD,2.63E+12,YellowGreen,Medium,pre_order,25
492,Printer Charger Brush,Kids' Clothing,917,USD,5.70E+12,Ivory,50x70 cm,out_of_stock,82
493,Ultra Heater Keyboard,Health & Wellness,901,USD,8.05E+12,FloralWhite,12x18 in,discontinued,68
494,Digital Grill Grill Sense Edge Smart,Smartwatches,384,USD,8.60E+12,LightSkyBlue,L,out_of_stock,4
495,Pro Radio One Touch,Books & Stationery,757,USD,1.72E+12,AliceBlue,L,limited_stock,6
496,Speaker Iron Grill,Haircare,961,USD,4.88E+12,DarkSlateBlue,XL,pre_order,89
497,Compact Router Smart,Grooming Tools,624,USD,1.63E+12,Cornsilk,L,limited_stock,84
498,Cooler Watch Fan,Beauty & Personal Care,955,USD,4.74E+12,Navy,L,backorder,55
499,Clean Blender Eco Plus,Home & Kitchen,420,USD,3.75E+12,Orange,5x7 in,backorder,85
500,Automatic Fan,Fitness Equipment,478,USD,9.25E+12,PaleVioletRed,XS,pre_order,86
501,Rechargeable Cooker,Cleaning Supplies,469,USD,5.97E+11,PaleVioletRed,5x7 in,pre_order,12
502,Mini Grill Charger Headphones,Sports & Outdoors,305,USD,1.39E+12,Salmon,L,discontinued,62
503,Camera Treadmill Heater,Toys & Games,907,USD,1.87E+12,DarkOrange,Large,pre_order,51
504,Portable Cooler Printer Speaker Ultra,Kitchen Appliances,265,USD,1.05E+11,Black,8x10 in,discontinued,68
505,Heater Thermostat,Cycling,261,USD,6.24E+12,DarkTurquoise,100x200 mm,in_stock,43
506,Advanced Clock Air Edge Premium,Grooming Tools,455,USD,9.46E+12,SandyBrown,S,discontinued,10
507,Clean Brush Lock Eco,Camping & Hiking,301,USD,1.88E+11,MintCream,M,limited_stock,51
